story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
"Lester realizes he has become a college student. He decides to find a career path he found at college. He finds a professor of advised him to become a football player. Soon, Lester is a college quarterback for his team. Lester is the best football player in the team.",2.6,0,0.4,0.4,1.8,2.0,2.2,0.2,0.8,0.6,1,0,0,0.0
"Gregory had just taken up pottery and started working. He did a terrible job on his sculpture. After a few Years, he grew and grew and his art grew much. Eventually, he was tall enough to make a sculpture. Gregory was proud to have made his own pots.",2.4,0,1.0,1.0,2.6,2.2,3.0,0.6,1.2,0.8,0,1,0,0.0
Gina wanted to share a book. She needed to use dolphins. Her mother took her to the zoo Gina had refused to share her books. Gina's mother had taken her books to the library Gina was mad at her mother for taking her books away Gina was very mad at Gina and was not able to read the books with her mom,0.6,0,0.0,0.0,1.0,0.8,1.0,0.0,0.0,0.0,0,1,0,0.0
"My son's friend invited me to play the lottery in a lot of ways. We played the lottery all day. I tried to get a math exam that day, and couldn't see how it would work. It turns out that I won the lottery! I had to play all day and beat the lottery numbers.",2.0,0,0.8,0.8,2.4,1.8,2.2,1.0,0.8,0.6,0,0,0,0.0
"Gina had a baby in the middle of the road with her siblings. She had no idea why she was driving so far from her home. Just as she was about to turn a red light, the baby fell out of a window. The child was showing his mouth. Gina was disgusted.",0.4,0,0.2,0.2,1.6,1.8,2.4,0.8,1.0,0.8,0,0,0,0.0
Joy couldn't sing in church. She had a few weeks of practicing singing lessons. Joy was nervous about singing. Her teacher announced a big singing competition tonight. Joy had a great time in her singing lesson.,3.2,0,0.4,0.4,2.8,1.8,2.4,0.4,1.0,0.4,0,0,0,0.0
"I like to eat out on Friday and Jay usually goes on it. Last week we went to the local restaurant I bought a large plate of french fries. I had a dinner with my girlfriend yesterday. I could not believe the number of numbers. Finally, the number was read and I told him I liked a dish.",1.0,0,0.0,0.0,1.2,1.8,2.2,0.0,0.4,0.2,0,0,0,0.0
"I've been hiking for three weeks now and it's been a great experience. After deciding to leave, I decided to head back home. As soon as I got there, the weather was perfect. After setting up the trail, I saw the wildest bear. I was scared to leave the wild animal alone.",1.4,0,0.2,0.2,2.0,2.0,2.4,0.8,1.4,0.4,0,0,0,0.0
"When I got a new dog, my dog was even worse than usual. He cried and wouldn't stop crying, and it moved around everywhere. I made an appointment with a vet. They told me that my dog would die, and I gave him to his husband. My husband and I took him home and prayed for his good health.",1.6,0,0.2,0.2,3.4,2.8,2.4,0.6,1.2,0.8,0,0,0,0.0
Lia was trying to lose weight. But she had to cut down to something to lose the fat. She struggled to lose so much weight. So she cut up a treadmill. She started losing more weight and losing it.,3.0,0,0.2,0.2,3.0,3.0,2.0,0.4,0.4,0.2,1,0,1,0.0
Today is Tim's first day of school today. Since he is sick he doesn't know where to go. However he was able to get to the park. He brought a cake for himself and took his first walk. Tim was happy that he remembered the park after all.,1.6,0,0.2,0.2,1.4,2.4,1.6,0.2,0.2,0.8,0,0,0,0.0
I got a lot of money building a lot on the lawn. I felt like it was going to be a huge deal in my house. I made a lot and it mattered to me. It made me feel that there was no drought. I researched all different methods to get a lot in the lawn,1.6,0,0.2,0.2,1.8,3.0,2.0,0.2,0.0,0.6,1,0,0,0.0
George had an internship in an advertising firm. He didn't know how to get the company. He proved to be smart in his job. George was able to find a job he wanted. He applied and was ultimately hired.,2.8,0,0.4,0.4,3.6,2.4,2.4,0.6,1.0,0.4,0,0,1,0.0
I wanted to learn how to make cookies. I went on the internet to search. I scanned the results and found cookie recipe I wanted. I read the recipe and followed the instructions. I made the cookies.,2.6,0,0.8,0.8,3.8,3.2,3.2,0.4,1.4,1.0,0,1,0,0.0
Harry had been doing his homework but had trouble. He decided to look for help. He took lessons and saw his teacher talking. She gave him a video and it was exciting and he decided to do it again. Harry ended up being able to distraction and returned to his math.,1.2,0,0.2,0.2,3.2,3.0,1.8,0.2,0.0,0.6,0,0,0,0.0
Sal bought a lot of lotto. Sal bought the jackpot. Sal won more numbers than his wife. Sal's wife found out about Sal's lotto numbers. Sal lost the jack pot the next week.,1.4,0,0.6,0.6,1.6,1.8,2.2,0.8,0.6,0.2,0,0,0,0.0
The rent was going to be a movie. I didn't know what to do. I went to the movie theater to watch. I saw someone who told me he would rent it. I decided to watch the movie.,0.4,0,0.0,0.0,1.2,1.4,1.4,0.4,0.6,0.2,0,0,0,0.0
"Frankie was a very nice boy, and he had many different love interests. One day, he met a man that he really loved, and she was nice to him. He cheated on many people in town, and they got along very well. Frankie was never the same man after that. Frankie then met a very handsome guy and they became close.",0.8,0,0.2,0.2,0.6,2.0,2.6,0.8,0.6,0.8,0,0,0,0.0
Kim had just gotten a new blazer. To her delight she got everything she could think of. Next few weeks she was doing well with everyone. Then she got the idea of a start. Kim was inspired to imitate the new blazon.,2.2,0,0.4,0.4,2.0,3.2,1.8,0.6,0.6,0.6,1,0,0,0.0
Sal had a long day at work. He tripped and fell over. He twisted his ankle and went down. Sal needed a cast on his ankle to wear a brace. He got a cast and had a great week.,2.0,0,0.4,0.4,3.2,2.6,2.4,0.6,1.6,0.4,0,0,0,0.0
"John swallowed in a big gulp of milk. He bit into a big, hot spoon of milk and throat. He heated the water, and it couldn't melt. He gulped it down quickly. John was so relieved when the milk melted.",0.2,0,0.0,0.0,1.6,1.8,0.8,0.6,0.0,0.2,0,0,0,0.0
"Dan loved playing his sport of bowling. Dan would play his sport whenever he could play the little kid. Dan didn't use to play, but he would compete. Dan's dad said Dan could have his dad play. Dan will remember his father's sport of ball bowling.",0.8,0,0.2,0.2,0.8,1.0,1.0,0.2,0.0,0.2,1,0,0,0.0
"Jessica wanted a pony for her birthday, anything. Her dad asked her to get a pony like her dad said. Her mom said yes. She gave her a pony that was her size and that was Jessica's pony. Jessica was disappointed but she wanted a bigger pony.",1.2,0,0.2,0.2,1.6,1.2,1.4,0.6,1.0,0.4,0,1,0,0.0
Bob got a tattoo on his arm. He wanted a wolf. He went out with his girlfriend and sketched a neat and neat one. Bob got the tattoo. Bob went home and got a date.,1.2,0,0.2,0.2,1.8,2.0,1.4,0.6,0.2,0.4,0,0,0,0.0
"Sandy and Louie were best friends with their mother. Their mother's dog, Sandy, was not a puppy. Sandy's family, however, had adopted the same dog. One day they decided to have a puppy together. They took Sandy and Loue to the dog park, and they both were happy.",1.6,0,0.2,0.2,2.4,1.6,2.2,0.6,1.2,0.4,0,0,0,0.0
I wanted to learn how to make cookies. I went on the internet to search for a recipe book. I scanned the results of the book and wanted a cookie recipe. I read it for over an hour. It made me a perfect cookie recipe of cookies.,2.4,0,0.6,0.6,2.6,3.4,2.6,0.4,0.8,0.6,0,1,0,0.0
"Gina's sister Gina lived in a small house. The kids in the yard and Gina were always out of their windows when she went Gina would walk around the yard for days to get around the grass Gina would go around the back yard, and she would look up to the windows Gina would never go to the back driveway Gina and her sister would always go outside Gina would take the kids outside and Gina loved the back porch Gina",0.2,0,0.0,0.0,1.6,0.6,0.4,0.0,0.0,0.0,0,0,0,0.0
Tim was born in 2000. He bought a clock for his birthday present. He was about to go to a tournament. He went to the tournament. Tim was happy with his present.,2.0,0,0.0,0.0,2.4,1.6,2.0,0.2,0.8,0.0,0,0,0,0.0
It was the first play in the lottery I won The first time I played I beat a math problem I played the math for three weeks straight I have not won since the lottery,1.0,0,0.0,0.0,1.0,1.2,0.4,0.2,0.2,0.2,1,0,0,0.0
"Peter loved to eat pies. He made pies all the time. One day, Peter decided to make a big slice of pie for his party. The pie came out delicious on the big side. Peter was happy that he had the food for the big party.",3.0,0,0.8,0.8,3.4,3.0,2.6,0.2,0.2,1.0,1,0,0,0.0
"Sean and Sara were travelling to New Zealand. They had to take a train to Portland. They got checked into a hotel in Portland, and then took the train. They walked all the way there. Sadly, Sean and Sara had to go to a concert without a sickness.",1.0,0,0.0,0.0,2.2,2.6,2.0,0.4,0.6,0.6,0,0,0,0.0
Joe was an accountant. He worked hard in his job and was very good at his job. Joe realized that he had no money to save. Joe took up a job as an accountant at the office. Joe eventually quit his job as a accountant because it happened.,0.6,0,0.2,0.2,1.6,1.2,1.0,0.2,0.4,0.0,0,0,0,0.0
The man went to the library and grabbed a book. He hid some parts of the book in a bag at the library. He asked for a different book. The man tried reading the book. A man later came out of the library to read the book He was a very nice man.,0.6,0,0.2,0.2,1.6,1.4,0.6,0.2,0.6,0.2,0,0,1,0.0
"Jennifer lived near a fast food restaurant, where the food was very close. On a very hot day, she noticed that the food there was gone. Jennifer called the local animal control, who came and took the cat. They put up flyers, asking Jennifer to contact the information. Jennifer felt relieved that she didn't mind the acting she was hungry.",1.0,0,0.0,0.0,1.0,0.6,0.6,0.2,0.0,0.2,0,0,0,0.0
Jane was excited to go out for a date. It was night time and she was in the mall. Jane got off her date and went ahead. When she got there she noticed someone outside. Jane was disappointed and had to stay in.,1.2,0,0.6,0.6,1.4,1.6,1.4,0.6,0.2,0.2,0,0,0,0.0
Juanita always watched her kids play. They were always falling asleep. One night Juanita tried to put on her own music. She tried to stay out of the room but she couldn't get the feel. Juanita fell asleep soundly and was too asleep for the rest of the night.,1.8,0,0.2,0.2,2.2,1.8,1.0,0.2,0.4,0.2,0,0,0,0.0
I have a lot of dirt in the lawn. I felt like the house was in the wilderness. The water made me feel more and more sad and no one really mattered. One day I was in drought. I researched the methods for a better lawn.,1.8,0,0.4,0.4,2.0,2.4,1.8,0.2,0.8,0.8,0,0,0,0.0
"I found a snake in my back yard. I tried to get it off the spade. I thought it was gone, but it came back to my foundation. I went to my basement and found it. I was able to catch the snake.",2.4,0,0.6,0.6,3.2,2.6,3.2,0.8,1.2,0.6,0,0,0,0.0
Lia was trying to lose weight. She tried to cut her diet. She struggled to lose some weight. Then she started doing treadmill daily. Soon she was losing a lot of weight!,3.0,1,0.8,0.8,3.6,2.6,2.6,0.6,1.2,1.0,1,0,0,0.0
Gina saw her middle five siblings in the car with a big grin on their face. She was driving around town when she saw them. Her mom had a big smile on her face as the window. A child was showing the girl the child's mouth. Gina was disgusted and ran away.,1.6,0,0.2,0.2,2.2,2.2,1.4,0.6,0.6,0.6,0,0,0,0.0
I had dinner on Thursday. I chose to go to my favorite place. The food was delicious. The staff was friendly and quick. I ate there often after that.,3.2,0,1.0,1.0,3.6,3.4,3.0,0.4,1.6,0.8,1,0,0,0.0
"Billy wanted to go to school. At the first day of school, Billy took a shower. Billy then got dressed up in his school uniform. He ate breakfast at the school cafeteria. Billy learned that he was very methodical.",2.8,0,0.6,0.6,3.2,1.6,3.4,0.6,1.8,0.6,0,0,0,0.0
John was diagnosed with cancer. John was sad about it. He decided to enroll in chemotherapy. John struggled with the chemotherapy. He died of cancer.,3.2,0,1.0,1.0,3.8,3.0,3.2,0.8,1.8,0.6,0,0,0,0.0
"The man cleaned. He got a cleaner to soak the room. He wiped the brush. He put it back in his room and then put it in the cleaner. When the cleaners came, the room was sparkling.",0.6,0,0.0,0.0,1.4,1.2,1.8,0.6,1.2,0.4,0,0,1,0.0
The dog got worse than usual. He cried and moved. He made an appointment with the vet. The vet told him he had to get better. The dog prayed.,1.2,0,0.4,0.4,1.2,1.0,1.0,0.8,0.8,0.0,0,0,0,0.0
"One day, Ben did not bake anything. His mom was sad. She needed to get money. Ben decided to sell his baked goods. Ben got lots of money with his mom's help.",2.4,1,0.4,0.4,2.0,2.0,1.0,0.2,0.6,0.6,0,0,0,0.0
Jane wanted to earn some cash. Jane applied to many college. The mechanical job at turk paid a lot. Jane was able to participate at home. Jane got paid a hundred dollars.,2.4,0,0.4,0.4,2.8,2.2,1.0,0.4,1.0,0.2,0,1,0,0.0
"Gregory took a pottery class. He was terrible at sculpture, but he had a great idea for it. He grew a huge large sculpture. Eventually, Gregory was tall enough to pottery. He got very proud of his pots.",1.6,0,0.6,0.6,2.6,3.0,1.4,0.6,1.0,0.8,0,1,0,0.0
A slide was about to go up a walk. The owner of the slide had walked past the platform. He was scared of the slides. He continued his walk until he was safe. The slide was safe from any kind of fear.,1.6,0,0.2,0.2,3.0,1.6,0.8,0.0,0.4,0.4,0,0,0,0.0
Frank wanted a special gift for Christmas. He had been leaving a box for weeks. He tried everything to make it a cappccino. To his surprise it tastes way good. Frank was able to save a lot of money and make the gift.,1.8,0,0.0,0.0,2.6,2.2,1.2,0.6,0.6,0.4,0,1,0,0.0
I have no lunch. I decides to make some eggs to eat. I dumps the eggs and puts them in the pot. I finally have eggs. I lunches it using the eggs I have boiled.,1.2,1,0.0,0.0,1.8,1.4,0.4,0.0,0.4,0.4,0,0,0,0.0
John got a job at the local movie theater. He did not know anyone there at the time. One day he went and watched a movie. Someone he had never met told him the movie was for a local movie. He decided to go and watch the movie with his friend Dave.,2.4,0,0.2,0.2,1.2,2.6,2.6,0.4,1.0,0.6,0,0,0,0.0
Bob always loved to watch sports. His favorite sport was football. His mom made a list and invited him to come to the game. He spent the weekend there at his favorite football stadium. Bob had a wonderful time at the game and had a great time!,2.8,0,0.6,0.6,2.8,3.6,3.2,0.2,1.4,1.0,1,0,0,0.0
