story,arc
"Dot was tired of the being the strict mom. She picked up her kids, and took them straight to an ice cream parlor. From there they went to the movie theater, to see a superhero movie. They had popcorn and candy for dinner, with cookies for dessert. Dot was now considered the cool mom.",neutral - joy - admiration
Chuck always wanted to join the debate team at school. He has great ideas to debate with but he is scared of public speaking. He took a speech class over the summer to help. As soon as the school year started he signed up for the team. Chuck joined and did fairly well.,desire - neutral - approval - admiration
"Bill's family lived on a hill. It never rained or stormed there. One day a tornado was going through the area. Bill's house got hit, and the roof ripped off. The insurance company covered the charges for a new roof.",neutral
I recently got a promotion at work. I have been with the company for nearly eight years. I have worked very hard to earn this promotion. I was so happy when my boss offered me the new position! I feel I deserve it.,excitement - approval - admiration - joy - anger
Kelly went to a Celtics game yesterday. She loved going to games. The clock was ticking and time was running out. Thankfully the Celtics won. Kelly jumped for joy.,neutral - love - neutral - gratitude - joy
"Earl is a grandfather for the first time today! His daughter just had her first baby and she had a girl. Earl has secretly been saving money for his new granddaughter. He surprise his daughter with a new savings account for her child. His daughter now adds to it, for her daughter's college.",excitement - neutral - surprise - neutral
Helen lived in the state of Washington. Helen wanted to visit Canada. Helen's car broke down on the day of her trip. Helen decided it wasn't meant to be. Helen stayed home instead and planned to go another day.,neutral - excitement - realization - neutral
I needed to take my dog for a walk. My neighborhood requires a leash. I looked through my house for the leash. I could not find it. I decided to take my dog to the back yard.,neutral - approval
Jesus spent the day polishing the furniture. As night approached he surveyed the work he'd done. Everything looked shiny and new. Jesus invited all of his friends over for a party that evening. They said his furniture looked nice.,neutral - pride - joy - admiration
"Gina was at her friend Ruth's house. A girl she didn't know named Jane showed up. Jane was rude, and stuck up. Gina later discovered Jane was her enemy Joe's sister. So now she avoids Jane all the time.",neutral - anger - realization - neutral
Craig used to always go play darts. He would go to a local bar and try to hustle. He would play bad at first. Then he would get them to make a bet for a drink or money. Craig did it one too many times and the patrons beat him up.,neutral
"One night, a group of friends decided to play with a Ouija board. It was all in fun, and they played for an hour. After playing, they laid down for bed. Minutes later, they heard a strange banging sound on the floor. They all freaked out naturally.",joy - neutral - realization - approval
Sarah wanted to mail a card. She went to the post office. She paid for stamps. She put the letter in an enveloped. Sarah's letter was soon heading to its destination.,neutral
"Two young women decided to go for a ten mile run near the AFB. Five miles into the run, they spotted a lone grey wolf with blue eyes. They tried to scare it away, but it kept moving toward them. The two women clambered up a tree and waited until other people came. The people chased the wolf away and the two women were fine.",neutral - fear - neutral
Troy was the best player on his basketball team. His team was playing in the championship game tonight. Troy scored 56 points to win the game for his team. He carried a huge trophy after the game. The next morning he found he'd made the front page of the paper.,admiration - excitement - admiration - pride - neutral
